ID,Solubility,MolWt,MolLogP,MolMR,HeavyAtomCount,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,RingCount,TPSA,LabuteASA,BalabanJ,BertzCT
B-1247,-1.3605,172.011,0.9279,35.8964,9,2,1,5,3,54,0,0,0,0,52.32,63.05556785,3.426304481,94.56842503
B-1248,-0.388,122.167,1.48732,37.1018,9,1,1,1,1,48,1,0,0,1,20.23,54.9555211,2.936866102,193.514053
B-1249,-2.3617,221.039,2.4568,49.5928,13,2,1,5,3,70,1,0,0,1,46.53,84.83712088,2.713242193,304.9152198
B-1252,-0.3861,138.166,0.6712,38.2876,10,2,2,2,2,54,1,0,0,1,40.46,59.74975485,2.797251263,167.9174942
B-1253,-4.3063,100.205,2.8326,34.363,7,0,0,0,3,44,0,0,0,0,0,46.92890371,2.831819966,31.01955001
B-1255,-0.8334,100.161,1.7656,30.206,7,1,0,1,3,42,0,0,0,0,17.07,44.7254837,3.002590529,57.20035948
B-1256,-5.1591,114.232,3.2227,38.98,8,0,0,0,4,50,0,0,0,0,0,53.29384583,2.862065598,39.30296891
B-1258,-4.4657,112.216,2.8326,36.796,8,0,0,0,0,48,0,1,1,1,0,52.28801468,2.192377158,48.4385619
B-1259,-1.9385,130.187,1.7397,36.158,9,2,0,2,4,54,0,0,0,0,26.3,56.20397104,2.973062408,78.98533617
B-1260,-2.7813,279.846,2.3276,37.18,4,0,0,2,0,24,0,0,0,0,0,52.93826635,2.549193338,19.21928095
B-1263,-4.3575,100.205,2.8326,34.363,7,0,0,0,1,44,0,0,0,0,0,46.92890371,3.154490065,38.490225
B-1264,-0.4988,102.177,1.5574,31.2058,7,1,1,1,2,44,0,0,0,0,20.23,45.35819535,3.154490065,42.63193445
B-1265,0.5021,196.678,-2.8196,43.0298,12,2,1,5,3,74,0,0,0,0,52.32,79.66676015,0,144.8320272
B-1266,-5.7568,114.232,3.2227,38.98,8,0,0,0,2,50,0,0,0,0,0,53.29384583,3.111766194,47.54887502
B-1268,-0.7814,302.273,-3.9758,64.9638,19,4,8,15,0,112,0,0,0,0,289.58,106.6306467,-2.06E-07,409.8596167
B-1269,-1.8738,112.172,1.7656,32.639,8,1,0,1,0,46,0,1,1,1,17.07,50.08459466,2.336356083,96.55994822
B-1270,-3.2671,96.173,2.5067,32.225,7,0,0,0,0,40,0,0,1,1,0,45.23346953,2.402686087,80.03910002
B-1271,-4.5961,100.205,2.8326,34.363,7,0,0,0,3,44,0,0,0,0,0,46.92890371,2.678257743,29.01955001
B-1272,-0.5534,100.117,0.7355,26.83,7,2,0,2,2,40,0,0,0,0,26.3,42.78448378,2.967052883,76.14933959
B-1273,-1.9569,90.553,1.8013,25.534,5,0,0,1,1,30,0,0,0,0,0,37.44774057,2.622415808,30.62919048
B-1277,-0.8202,68.478,1.1522,11.828,3,0,0,2,0,20,0,0,0,0,0,23.20805266,1.632993162,4.754887502
B-1278,-0.6502,109.03,0.7868,17.482,3,0,0,1,0,20,0,0,0,0,0,27.38475422,1.632993162,2.754887502
B-1280,-1.2668,295.756,1.3102,38.7064,7,1,1,5,0,42,0,0,0,0,43.09,66.20824876,3.791118417,85.42592197
B-1282,-1.0966,162.403,0.8419,29.4844,7,1,1,5,0,42,0,0,0,0,43.09,55.51540462,3.791118417,85.42592197
B-1283,-1.7603,143.957,1.4144,27.1054,7,2,0,5,1,42,0,0,0,0,43.14,50.36370132,3.791118417,86.18080947
B-1285,-1.4996,157.984,1.8045,31.7224,8,2,0,5,2,48,0,0,0,0,43.14,56.72864343,3.908496638,103.4565452
B-1286,0.8264,149.146,-0.6035,34.188,10,4,2,5,4,60,0,0,0,0,83.6,58.44046271,4.305619426,112.5516958
B-1287,-0.3279,102.133,0.2038,26.9308,7,2,1,2,2,42,0,0,0,0,37.3,43.15477534,3.57547115,66.48040588
B-1288,-0.1822,143.013,1.215,32.0638,7,1,1,3,2,44,0,0,0,0,20.23,53.23484358,3.360435143,47.65148445
B-1290,-1.5686,304.295,0.2252,68.965,21,8,0,8,8,120,0,0,0,0,105.2,122.2188257,5.016389984,323.4656656
B-1292,-1.5867,130.231,2.3376,40.4398,9,1,1,1,4,56,0,0,0,0,20.23,58.08807958,3.431051277,58.96788691
B-1294,-0.5504,106.552,1.0141,25.077,6,1,0,2,1,36,0,1,1,1,12.53,42.24505767,2.276327169,58.56842503
B-1295,-2.5546,222.307,2.3411,32.362,5,0,0,3,1,32,0,0,0,0,0,53.14255458,2.539538861,21.60964047
B-1297,-0.057,74.123,1.0412,22.145,5,1,0,1,1,32,0,0,0,0,9.23,32.9476226,2.539538861,17.60964047
B-1298,-1.0574,216.86,0.5876,30.8364,6,1,1,4,1,36,0,0,0,0,43.09,52.34070115,3.257586161,62.56842503
B-1299,-1.8898,147.432,2.4174,30.809,6,0,0,3,1,38,0,0,0,0,0,52.37893394,2.993497243,27.01955001
B-1300,0.9645,108.524,0.6983,22.9508,6,1,1,3,1,36,0,0,0,0,37.3,40.72815734,3.257586161,59.81353753
B-1302,-1.4374,109.512,0.8479,22.3094,6,2,0,4,1,36,0,0,0,0,43.14,40.06043509,3.257586161,62.56842503
B-1303,-3.9417,262.33,3.07114,70.1718,18,3,0,4,3,94,2,0,0,2,43.37,107.166329,2.332705666,642.9942511
B-1304,-1.6464,221.511,2.7557,47.33,11,2,0,5,4,68,0,0,0,0,18.46,81.70085074,3.875658581,96.49074297
B-1305,-1.1887,123.539,1.238,26.9264,7,2,0,4,2,42,0,0,0,0,43.14,46.42537721,3.343417059,75.33515885
B-1306,-1.2201,116.204,1.6593,35.6828,8,1,1,1,2,50,0,0,0,0,20.23,51.72313747,3.464226847,49.40716557
B-1307,0.7315,132.115,0.1818,29.0526,9,2,2,4,3,52,0,0,0,0,74.6,52.11053119,3.989992011,114.9196845
B-1308,-5.3403,199.209,2.8466,58.0104,15,2,0,3,1,74,2,0,1,3,43.14,86.49009645,2.483859403,564.8389821
B-1309,-0.4188,327.912,2.0266,53.7957,14,4,4,7,1,76,1,0,0,1,97.99,94.86989755,3.682463306,386.0265608
B-1310,-2.0434,243.131,1.42522,52.807,17,7,1,10,3,90,1,0,0,1,149.65,92.54950615,3.756255092,500.5091268
B-1311,0.623,238.247,-1.1855,61.8958,17,7,1,7,2,92,2,0,0,2,82.05,96.553075,2.858792205,677.1414431
B-1313,-2.3837,290.318,3.5948,85.5226,22,3,2,3,2,108,2,0,1,3,57.53,127.7184415,2.18355911,726.0788697
B-1314,-3.4053,254.285,3.0943,72.273,19,3,0,3,4,96,2,0,0,2,43.37,111.3848552,2.401903396,587.9528579
B-1315,-5.3093,224.215,2.1676,61.4138,17,3,1,3,0,82,2,0,1,3,54.37,97.32982835,2.33049094,656.2669403
B-1317,-3.2057,252.142,0.0328,58.4982,18,6,2,10,2,92,2,0,0,2,152,96.18135926,3.037497527,788.2542592
B-1318,-1.0466,159.188,1.5385,49.189,12,2,0,2,0,60,2,0,0,2,22,70.06915133,3.005244076,470.4674283
B-1319,-1.2019,159.188,1.83652,49.3057,12,1,1,2,0,60,2,0,0,2,32.86,69.85917985,2.99217526,470.4674283
B-1324,0.5117,174.152,-0.3183,38.273,12,5,0,5,4,68,0,0,0,0,69.67,69.64056047,4.010084472,175.9734163
B-1325,-0.3436,119.12,0.034,28.1592,8,3,1,4,3,48,0,0,0,0,63.37,47.28128685,3.520860067,79.35260811
B-1326,-4.0876,208,2.6072,44.7812,12,3,1,6,1,64,1,0,0,1,63.37,77.48514505,3.373859011,339.8102371
B-1327,-2.4423,166.132,0.9029,40.4536,12,3,2,4,2,62,1,0,0,1,74.6,68.07279905,3.318880969,329.8297872
B-1328,-1.0665,212.117,1.2012,46.7101,15,5,1,8,3,78,1,0,0,1,123.58,82.05805253,3.396348978,454.7936738
B-1329,-5.8541,192.261,4.30142,66.191,15,0,0,0,0,72,3,0,0,3,0,89.1596743,2.532561174,635.6567221
B-1330,-2.6511,179.131,1.2652,42.2159,13,4,0,5,1,66,1,0,1,2,69.44,73.08349925,2.535184303,399.1305421
B-1333,0.0569,138.166,0.6712,38.2876,10,2,2,2,2,54,1,0,0,1,40.46,59.74975485,2.964000094,185.1674942
B-1334,-1.5508,152.149,0.8771,39.3241,11,2,2,3,2,58,1,0,0,1,57.53,63.91127695,3.121219319,267.7946101
B-1335,-2.7993,151.165,2.1572,42.4744,11,2,0,3,2,58,1,0,0,1,43.14,64.81426307,3.121219319,270.5494976
B-1336,-1.4861,153.137,1.0871,39.0192,11,3,1,4,2,58,1,0,0,1,63.37,63.24355471,3.121219319,272.1431256
B-1337,-5.1722,193.249,3.5752,65.8664,15,1,1,1,0,72,3,0,0,3,26.02,88.13462288,2.474936442,640.9571121
B-1338,-0.4313,151.165,1.2583,40.1935,11,3,0,3,2,58,1,0,0,1,39.19,65.02094477,2.69300795,233.1071909
B-1339,-3.54,238.455,2.9446,44.169,8,0,0,2,0,42,1,0,0,1,0,66.99650747,3.134861511,164.6383389
B-1341,-0.5528,132.119,0.7561,30.58,9,4,0,5,2,52,0,0,0,0,58.97,52.53384638,3.583388068,114.3803753
B-1344,-2.6307,106.596,2.4138,30.223,6,0,0,1,2,38,0,0,0,0,0,44.50228571,2.754184786,23.11941548
B-1345,0.0193,86.134,0.9433,26.4948,6,1,1,1,2,36,0,0,0,0,20.23,38.30365021,2.964900495,41.20310344
B-1348,0.6803,146.142,0.5719,33.6696,10,2,2,4,4,58,0,0,0,0,74.6,58.4754733,3.981406258,126.6832425
B-1349,-3.4086,200.106,0.9142,43.0804,14,6,2,8,2,74,1,0,0,1,126.74,76.32582207,3.417888615,379.7779107
B-1350,-2.6354,166.132,0.9029,40.4536,12,3,2,4,2,62,1,0,0,1,74.6,68.07279905,3.254192992,329.8297872
B-1351,0.5921,174.196,1.3521,42.9036,12,2,2,4,6,70,0,0,0,0,74.6,71.20535753,3.804899705,150.4407955
B-1357,0.2983,201.247,0.9993,50.5836,13,3,1,5,2,72,1,0,0,1,57.61,77.54975703,3.212578737,397.6050956
B-1358,-1.7188,145.521,0.2965,28.0485,9,3,0,4,1,48,1,0,0,1,53.27,55.84969658,2.977648532,227.8619086
B-1359,-1.1985,284.264,-1.3222,66.2247,20,7,4,7,4,110,1,1,1,2,116.45,114.5457143,2.170578691,461.787823
B-1360,-3.0653,149.169,0.66694,40.2465,11,2,0,2,1,58,1,0,0,1,40.13,65.48198531,3.151549668,289.6142492
B-1361,-2.4142,153.137,1.0871,39.0192,11,3,1,4,2,58,1,0,0,1,63.37,63.24355471,3.005889219,272.1431256
B-1363,-1.8841,153.137,1.0871,39.0192,11,3,1,4,2,58,1,0,0,1,63.37,63.24355471,2.913801563,254.8931256
B-1364,-3.3979,165.192,1.4508,47.7283,12,2,1,3,2,64,1,0,0,1,40.54,71.24181899,2.9291456,277.0849389
B-1365,-0.2678,124.139,0.8845,34.0296,9,2,2,2,1,48,1,0,0,1,40.46,53.38481274,2.936866102,195.8625685
B-1366,-2.7275,160.176,1.53878,45.3017,12,2,1,3,2,60,1,0,0,1,52.89,70.63019343,2.541829961,300.0546159
B-1367,0.8177,152.149,1.0193,39.4466,11,2,2,3,2,58,1,0,0,1,57.53,63.91127695,2.790931451,267.7946101
B-1368,-4.0326,227.436,4.859,75.015,16,1,0,1,12,98,0,0,0,0,3.24,103.6082743,3.579889745,98.82892142
B-1369,-4.7213,149.218,2.72932,45.865,10,2,0,2,1,50,1,0,0,1,12.36,65.41539008,2.996027732,257.0910097
B-1370,-3.1232,118.179,2.63802,41.27,9,0,0,0,1,46,1,0,0,1,0,55.83662643,3.009781948,193.7832245
B-1371,-1.2678,124.139,0.8845,34.0296,9,2,2,2,1,48,1,0,0,1,40.46,53.38481274,2.881555878,178.6125685
B-1373,-2.8265,134.134,1.3116,37.217,10,2,0,2,2,50,1,0,0,1,34.14,58.48433155,2.99987195,208.9394334
B-1375,-0.2046,160.169,0.5011,37.861,11,4,0,4,3,64,0,0,0,0,52.6,65.47903837,3.442547995,152.5195634
B-1376,-3.1972,346.464,3.2666,91.84,24,6,0,6,17,142,0,0,0,0,71.06,145.7204921,3.240138741,275.8841107
B-1377,-2.99,244.331,2.8433,65.585,17,4,0,4,10,100,0,0,0,0,52.6,103.6686911,3.183211253,191.4650019
B-1379,-5.3723,329.906,2.8958,51.876,8,0,0,2,0,42,1,0,0,1,0,75.95507936,3.032455532,145.3883389
B-1381,-2.6608,144.258,2.7277,45.0568,10,1,1,1,6,62,0,0,0,0,20.23,64.4530217,2.886162798,61.74860596
B-1383,-3.2196,281.862,1.8564,37.774,4,0,0,2,1,26,0,0,0,0,0,53.62786938,1.974744871,6
B-1386,-1.0142,130.191,0.8433,37.0891,9,1,2,3,2,54,0,0,0,0,55.12,55.61523658,3.71399981,109.6254878
B-1387,-1.0784,116.204,1.9475,35.8228,8,1,1,1,3,50,0,0,0,0,20.23,51.72313747,3.111766194,51.89739057
B-1388,-1.7168,130.231,2.3376,40.4398,9,1,1,1,4,56,0,0,0,0,20.23,58.08807958,3.072989461,61.45811191
B-1390,-0.9007,88.15,1.2888,26.714,6,1,0,1,2,38,0,0,0,0,9.23,39.31256471,2.627214848,25.11941548
B-1391,1.0454,90.078,-0.2826,19.5118,6,2,1,3,2,36,0,0,0,0,46.53,35.53843634,2.83125711,50
B-1392,1.0406,91.066,-0.7446,18.9472,6,3,1,4,2,36,0,0,0,0,63.37,34.55140262,2.83125711,52.7548875
B-1394,-0.6301,88.106,0.5678,22.285,6,2,0,2,2,36,0,0,0,0,26.3,37.1091447,2.814144222,40.81274391
B-1397,-1.2498,111.1,0.0805,28.7275,8,2,2,3,0,42,1,0,0,1,53.09,45.60680695,3.27741746,227.870321
B-1398,-0.2328,138.166,0.6712,38.2876,10,2,2,2,2,54,1,0,0,1,40.46,59.74975485,2.871145729,188.9174942
B-1399,-1.2557,126.115,-0.62838,32.4204,9,2,2,4,0,48,1,0,0,1,65.72,50.5586854,3.515622477,280.9743005
B-1400,1.0218,95.101,0.3749,27.0627,7,1,1,2,0,36,1,0,0,1,32.86,40.8125732,3.275329776,173.776572
B-1401,-1.3662,232.364,2.4727,66.5548,16,3,1,3,10,98,0,0,0,0,38.69,100.1398806,3.210336786,130.1131328
B-1402,-0.3602,174.196,1.1945,42.7368,12,3,1,4,6,70,0,0,0,0,63.6,71.52466901,3.192499287,153.1368501
B-1404,-0.2019,100.117,1.0372,27.0668,7,1,1,2,2,40,0,0,0,0,37.3,42.46517231,3.264167283,84.080944
B-1405,-1.3373,102.177,1.8214,31.379,7,1,0,1,3,44,0,0,0,0,9.23,45.67750683,2.678257743,33.16125946
B-1406,-1.5044,105.093,0.6047,23.2374,7,3,0,4,3,42,0,0,0,0,52.37,41.18969471,2.821938937,63.20035948
B-1407,0.0093,138.992,0.7637,25.4968,5,1,1,2,2,32,0,0,0,0,20.23,40.13091661,2.190609687,14.36452798
B-1409,0.4223,94.541,0.6076,22.4228,5,1,1,2,2,32,0,0,0,0,20.23,36.56663524,2.190609687,14.36452798
B-1410,-0.0725,94.541,0.8716,22.596,5,1,0,2,2,32,0,0,0,0,9.23,36.88594671,2.190609687,14.36452798
B-1411,-1.375,116.204,1.8034,35.7528,8,1,1,1,3,50,0,0,0,0,20.23,51.72313747,2.927819361,40.34851555
B-1412,-1.2101,162.229,0.4023,43.3666,11,3,2,3,6,68,0,0,0,0,49.69,67.99585856,3.014446818,83.40635591
B-1414,-0.9907,88.15,1.4329,26.784,6,1,0,1,3,38,0,0,0,0,9.23,39.31256471,2.339092315,15.90013453
B-1416,-1.8841,130.187,1.7397,36.158,9,2,0,2,4,54,0,0,0,0,26.3,56.20397104,2.828868135,78.98533617
B-1417,-0.2046,160.169,0.5027,37.883,11,4,0,4,4,64,0,0,0,0,52.6,65.47903837,3.025608337,125.376
B-1418,-3.0099,96.173,2.1999,32.975,7,0,0,0,3,40,0,0,0,0,0,45.92812911,2.599038279,56.92878689
B-1420,-3.662,110.2,2.59,37.592,8,0,0,0,4,46,0,0,0,0,0,52.29307122,2.646949874,66.59772061
B-1421,-7.5936,184.367,5.3173,62.135,13,0,0,0,10,80,0,0,0,0,0,85.1185564,2.758149818,66.10749561
B-1423,-9.4464,212.421,6.0975,71.369,15,0,0,0,12,92,0,0,0,0,0,97.84844063,2.807925739,84.21143267
B-1426,-8.4746,506.988,14.2896,168.326,36,0,0,0,33,218,0,0,0,0,0,231.512225,3.000382127,311.9474732
B-1429,0.9861,217.844,1.1869,29.2778,6,1,1,4,1,36,0,0,0,0,37.3,51.79504421,3.257586161,60.56842503
B-1430,-1.0762,269.351,1.83452,68.5139,17,5,2,7,3,90,2,0,0,2,85.08,103.5050695,2.276726284,617.2554969
B-1432,0.9349,116.164,0.2296,32.77,8,1,0,3,0,48,0,0,0,0,23.55,49.88020893,3.651233579,78.42945954
B-1433,-1.9264,303.912,3.6966,60.4006,16,2,2,8,2,86,1,0,0,1,74.6,109.285864,3.831879915,452.547057
B-1434,-4.8127,584.673,4.53124,163.8124,43,4,6,10,12,224,2,0,2,4,164.38,249.2153708,1.804568058,1705.949613
B-1435,-1.0277,213.192,1.9984,58.5658,16,4,1,4,0,78,1,0,2,3,63.33,90.12940739,2.456793884,702.198677
B-1436,-2.4461,142.183,0.74091,36.9844,9,2,2,4,0,48,1,0,0,1,48.65,56.75594354,3.523897719,311.2243005
B-1440,-1.2558,126.155,1.5714,34.1868,9,1,1,2,1,50,0,0,1,1,37.3,54.18922538,2.565103033,146.9951406
B-1441,-1.5462,123.111,1.7901,33.5618,9,3,1,3,1,46,1,0,0,1,49.66,51.92036886,3.009781948,204.8027746
B-1442,-1.2906,116.16,1.348,31.519,8,2,0,2,2,48,0,0,0,0,26.3,49.83902893,3.245579443,76.59772061
B-1445,-1.3679,163.311,2.094,46.7037,9,3,1,3,0,54,0,1,1,1,12.03,65.35421268,2.340851616,72.03910002
B-1446,-0.3137,144.13,-0.6214,33.0294,10,3,2,5,0,56,0,0,0,0,75.27,57.78331015,3.64888312,157.7318768
B-1447,-3.8126,214.349,4.382,64.0968,15,1,1,2,11,90,0,0,0,0,37.3,94.07431225,2.894680969,143.4713792
B-1448,-3.0905,246.359,2.99,63.76,12,5,0,6,7,74,0,0,0,0,18.46,88.07911458,3.522394748,145.7286241
B-1449,1.1132,77.058,-0.5588,15.1694,5,1,1,3,1,30,0,0,0,0,43.09,28.77114134,2.847378923,44.91260938
B-1450,-5.1546,449.632,3.5941,121.6571,32,4,4,6,6,182,0,4,4,4,106.86,192.0950869,1.438394021,727.0057983
B-1451,-2.4502,180.159,1.3215,43.6235,13,4,0,4,1,68,1,0,0,1,52.6,75.00565944,2.544573342,304.6505573
B-1452,-2.0276,136.194,2.3447,42.1018,10,1,1,1,2,54,1,0,0,1,20.23,61.32046321,2.693803452,188.3881692
B-1454,-3.2291,127.107,-1.6707,31.4775,9,5,3,6,0,48,1,0,0,1,110.68,49.93165056,3.332334627,241.9007718
B-1456,1.1303,74.079,-0.0093,16.771,5,2,0,2,0,30,0,1,1,1,18.46,30.69039456,2.083333333,16.46439345
B-1457,0.9313,117.148,0.2,30.5412,8,2,2,3,4,48,0,0,0,0,63.32,48.49466603,2.822354554,72.82892142
B-1458,0.924,119.12,-1.2193,27.314,8,3,3,4,3,48,0,0,0,0,83.55,46.92395767,3.318087197,83.35260811
B-1459,-1.7898,197.242,0.7438,54.7064,14,6,2,6,5,78,1,0,0,1,71.96,83.12832723,2.880038731,266.8101697
B-1460,0.7467,179.204,0.7793,48.6675,11,1,0,5,3,68,0,0,0,0,26.79,69.30169064,4.690791013,138.6810058
B-1461,-1.109,154.256,1.0892,37.5928,8,3,0,4,3,50,0,0,0,0,34.14,53.98254786,3.755111608,136.1173001
B-1462,-3.5188,303.849,4.5064,56.89,11,0,0,3,6,68,0,0,0,0,0,81.95465728,3.434025581,84.09284782
B-1463,-2.5644,256.752,2.906,37.136,6,0,0,4,1,38,0,0,0,0,0,63.44582081,2.993497243,30.52932501
B-1464,-0.2558,127.958,0.2754,24.6884,6,1,1,4,1,36,0,0,0,0,43.09,45.21213839,3.257586161,62.56842503
B-1465,-0.8548,103.081,-0.3217,23.1414,7,3,1,5,1,40,0,0,0,0,75.76,40.03030761,3.551713608,90.93569697
B-1466,0.1139,251.235,-2.625,55.1159,17,7,5,8,7,100,0,0,0,0,136.32,97.82217456,4.434827287,247.4988683
B-1467,-1.4648,52.076,0.8056,19.03,4,0,0,0,0,20,0,0,0,0,0,26.14369973,2.92178368,45.54887502
B-1472,0.9621,109.128,0.3853,31.683,8,2,0,2,0,42,1,0,0,1,22,47.3874868,3.346607391,225.9701865
B-1473,-1.8416,236.008,2.0536,40.532,9,2,0,3,1,48,1,0,0,1,34.14,60.04274076,3.126472682,243.0201873
B-1474,-2.05,121.183,2.03672,40.7257,9,1,1,1,1,48,1,0,0,1,12.03,55.71114953,2.936866102,193.514053
B-1476,-1.7696,136.194,2.26302,42.2218,10,1,1,1,1,54,1,0,0,1,20.23,61.32046321,3.061688151,207.9199174
B-1477,-2.7505,153.137,1.60882,39.4982,11,3,1,4,1,58,1,0,0,1,63.37,63.24355471,3.196069662,295.7372023
B-1478,-1.4716,148.125,-0.2869,37.9537,11,4,1,5,0,54,2,0,0,2,71.53,61.15318168,3.030789901,430.2803709
B-1479,-2.2979,147.141,0.002,39.5404,11,5,1,5,0,54,2,0,0,2,77.58,62.33155027,2.828901216,385.3843559
B-1480,-6.5362,343.679,5.2109,62.043,13,0,0,8,0,76,0,0,1,1,0,114.9297151,3.385040867,248.2589736
B-1481,-1.5614,182.139,-1.7568,44.7811,13,4,3,7,0,68,2,0,0,2,103.51,70.04065192,3.192837979,625.5923873
B-1482,-1.4499,197.219,1.2503,53.5045,13,3,2,6,2,68,1,0,0,1,81.19,79.69785408,2.914356191,353.3458208
B-1483,-3.7355,201.229,2.88704,58.493,15,4,0,4,2,76,2,0,0,2,47.25,87.520347,2.599081605,488.0341831
B-1484,-3.4174,222.243,3.6912,68.4133,17,1,1,2,1,82,3,0,0,3,37.3,98.11543015,2.60645615,675.1558752
B-1486,-5.5864,347.264,3.31442,79.4008,19,3,0,9,5,108,1,0,0,1,40.62,126.3375477,3.241224032,529.4557884
B-1489,-4.2014,397.524,3.7726,100.8155,23,6,1,9,10,132,1,0,0,1,64.63,148.0536211,2.553910806,606.1693668
B-1492,0.2956,506.255,5.6876,103.437,29,13,0,17,18,176,0,0,0,0,151.35,170.973964,5.887080985,579.705751
B-1493,-0.9547,117.108,0.0684,27.7584,8,3,1,5,2,46,0,0,0,0,75.76,46.39524973,3.692337094,102.7016577
B-1495,-2.0411,202.25,2.1323,52.1376,14,2,2,4,8,82,0,0,0,0,74.6,83.93524176,3.622554555,174.5610197
B-1496,-2.92,216.277,2.5224,56.7546,15,2,2,4,9,88,0,0,0,0,74.6,90.30018388,3.548030339,186.7646023
B-1498,-0.5291,82.505,1.1947,16.695,4,0,0,2,1,26,0,0,0,0,0,29.57299477,1.974744871,8
B-1499,-3.033,84.162,2.3626,29.722,6,0,0,0,2,36,0,0,0,0,0,39.87435857,2.83125711,44
B-1501,-3.537,110.2,2.9188,38.862,8,0,0,0,1,46,0,0,0,0,0,51.91463976,3.760065917,92
B-1503,1.1423,72.063,-0.4159,15.804,5,2,0,2,1,28,0,1,1,1,29.6,29.73837143,2.214546101,46.85475297
B-1504,-2.4639,142.585,2.3486,38.004,9,1,0,2,1,48,1,0,0,1,9.23,59.21315669,3.006524007,197.8625685
B-1505,-0.4884,123.159,0.67564,35.9184,9,3,1,3,0,48,1,0,0,1,51.8,53.94047401,3.16567031,169.0651777
B-1506,-1.0831,139.242,1.9286,42.9827,10,1,1,1,0,58,0,2,2,2,12.03,63.19698782,1.925367734,85.29589375
B-1508,-4.6347,180.25,3.4522,59.286,14,0,0,0,0,68,2,0,1,3,0,84.2125504,2.287583078,423.469456
B-1509,-1.5883,240.262,1.7614,67.8164,18,2,2,4,2,90,2,0,0,2,58.2,104.6112861,1.929663044,486.7351541
B-1511,0.4063,196.183,2.5941,47.1015,12,4,0,5,7,74,0,0,0,0,44.76,73.81915008,3.898849525,138.3418022
B-1512,-0.5932,218.321,4.7498,66.9315,14,1,0,2,9,86,0,0,0,0,17.07,90.04321419,3.965945885,137.1753394
B-1513,-1.3297,188.223,1.2829,47.117,13,4,0,4,6,76,0,0,0,0,52.6,78.2089226,3.334857361,146.9976368
B-1515,0.1255,214.233,-2.3465,30.0154,10,6,0,9,2,56,0,0,0,0,114.4,88.11229104,0,240.8696772
B-1517,0.7899,162.229,0.5448,43.4146,11,3,2,3,6,68,0,0,0,0,49.69,67.99585856,2.909205095,71.40635591
B-1518,-3.1112,258.358,3.8368,70.6756,18,2,2,4,13,106,0,0,0,0,74.6,109.3950102,2.985815596,201.8338812
B-1519,-0.0651,116.16,1.0153,30.53,8,2,0,2,1,48,0,1,1,1,18.46,49.78522091,2.242040082,64.92878689
B-1520,-0.402,126.184,1.1985,33.813,8,3,0,3,1,42,1,0,0,1,25.78,52.35875122,2.832085835,151.7746584
B-1521,0.759,174.196,1.047,41.265,12,4,0,4,1,70,0,1,1,1,44.76,71.79017246,2.384560852,158.4407955
B-1522,-0.7276,194.194,-0.73128,51.3127,14,5,1,6,0,74,2,0,0,2,72.68,78.81898553,3.174385417,616.528592
B-1523,-1.4493,208.221,-0.72088,55.933,15,6,0,6,0,80,2,0,0,2,61.82,85.39389913,3.22530781,659.2728981
B-1524,-1.8586,251.282,1.0025,66.0485,18,4,2,5,5,98,1,0,0,1,75.63,105.7666833,2.736963201,413.5043501
B-1525,-2.9284,271.39,1.8622,75.3494,18,7,2,7,8,102,1,0,0,1,71.96,112.3462636,2.644339844,361.2868506
B-1526,-3.4792,301.416,1.4903,81.5734,20,8,2,8,11,114,1,0,0,1,81.19,123.8247509,2.508533942,350.6153563
B-1527,-3.6036,321.163,3.1013,83.1795,21,3,2,6,1,106,2,0,1,3,61.69,130.5849655,2.268925353,759.0888791
B-1528,-4.4584,330.468,4.45,92.264,24,3,0,3,1,132,0,3,4,4,43.37,144.7617551,1.597371906,606.2051148
B-1529,-3.2676,322.364,2.9668,91.261,24,3,0,5,5,122,2,1,1,3,57.69,140.0116306,2.00786058,701.1960724
B-1530,-1.7541,255.465,3.5802,51.1485,12,3,0,7,4,74,0,0,0,0,35.53,86.79884904,4.508862526,169.2674833
B-1532,-1.2449,158.153,0.6247,37.517,11,4,0,4,3,62,0,0,0,0,52.6,64.78943534,3.853125001,157.2793871
B-1533,0.6755,144.174,-0.7414,37.3674,10,2,2,4,3,58,0,0,0,0,58.2,59.98673017,3.05508994,117.7095059
B-1536,-1.9295,187.036,1.9414,40.0648,9,1,1,2,1,48,1,0,0,1,20.23,62.45812659,2.881555878,180.6125685
B-1537,-1.7561,142.585,1.8323,37.3748,9,1,1,2,1,48,1,0,0,1,20.23,58.89384521,2.881555878,180.6125685
B-1539,-1.4838,213.237,1.0677,53.334,15,6,0,6,6,84,1,0,0,1,66.36,88.62063544,2.859743582,246.6664884
B-1540,-7.1031,247.253,4.3954,75.0324,19,2,0,3,1,90,3,0,1,4,43.14,108.8173064,2.229657656,823.2419024
B-1541,-1.768,442.424,-0.5945,110.9644,32,10,6,10,1,168,1,2,3,4,181.62,181.7396338,2.05572392,1176.370941
B-1542,-1.1356,273.316,0.9995,65.6467,15,6,1,8,8,90,0,0,0,0,56.79,99.14587618,3.743085508,231.0300745
B-1543,-1.8438,230.291,2.8736,57.0815,12,5,0,6,7,74,0,0,0,0,35.53,82.24879715,3.522394748,145.7286241
B-1545,-1.5265,188.223,1.5981,47.4506,13,2,2,4,5,76,0,0,0,0,74.6,77.57029965,4.212011339,207.6602413
